"real,time","totl,time","missn,time","timer,time","zulu,time","local,time","hobbs,time","Vind,kias","Vind,keas","Vtrue,ktas","Vtrue,ktgs","Vind,mph","Vtrue,mphas","Vtrue,mphgs","elev,surf","ailrn,surf","ruddr,surf","nwhel,steer","pitch,deg","roll,deg","hding,true","hding,mag","lat,deg","lon,deg","alt,ftmsl","alt,ftagl","on,runwy","alt,ind","lat,orign","lon,orign","thro1,part"
1977.02808,1174.88281,0.00364,0.00000,5.34636,12.34636,0.00256,0.00000,0.15184,0.15208,0.15206,0.00000,0.17501,0.17501,0.03482,0.04187,-0.00136,-0.08816,0.91761,0.25676,65.24131,64.71442,-6.27214,106.87902,88.26725,0.00114,1.00000,0.00825,-6.50000,107.00000,1.00000
1977.12744,1174.98218,0.10309,0.00000,5.34638,12.34638,0.00258,0.00000,1.06911,1.07081,1.07072,0.00000,1.23226,1.23226,0.05419,0.04309,-0.00137,-0.08712,0.73596,0.18934,65.24077,64.71388,-6.27214,106.87902,88.40345,0.13735,1.00000,1.74388,-6.50000,107.00000,1.00000
1977.22717,1175.08191,0.20276,0.00000,5.34641,12.34641,0.00261,0.00000,0.66836,0.66942,0.66941,0.00000,0.77035,0.77035,0.06331,0.04299,-0.00138,-0.08754,0.26187,0.10655,65.24067,64.71378,-6.27214,106.87902,88.55391,0.28791,1.00000,5.74815,-6.50000,107.00000,1.00000
1977.32666,1175.18140,0.30224,0.00000,5.34644,12.34644,0.00264,0.00000,0.34537,0.34592,0.34591,0.00000,0.39808,0.39808,0.07170,0.04200,-0.00137,-0.08790,-0.40557,0.05749,65.24097,64.71409,-6.27214,106.87902,88.60777,0.34193,1.00000,11.13593,-6.50000,107.00000,1.00000
1977.42517,1175.27991,0.40080,0.00000,5.34647,12.34647,0.00267,0.00636,0.42415,0.42482,0.42474,0.00732,0.48888,0.48888,0.06369,0.04152,-0.00139,-0.08782,-1.10899,0.03482,65.24174,64.71486,-6.27214,106.87902,88.60377,0.33817,1.00000,17.22369,-6.50000,107.00000,1.00000
1977.52405,1175.37878,0.49967,0.00000,5.34649,12.34649,0.00269,0.02675,0.37969,0.38030,0.38015,0.03079,0.43764,0.43764,0.05201,0.04136,-0.00136,-0.08786,-1.57717,0.02693,65.24306,64.71618,-6.27214,106.87902,88.60069,0.33535,1.00000,23.63670,-6.50000,107.00000,1.00000
1977.62305,1175.47778,0.59861,0.00000,5.34652,12.34652,0.00272,0.05044,0.27570,0.27613,0.27599,0.05805,0.31777,0.31777,0.04186,0.04103,-0.00130,-0.08797,-1.81945,0.02753,65.24043,64.71354,-6.27214,106.87902,88.60249,0.33733,1.00000,30.05484,-6.50000,107.00000,1.00000
1977.72217,1175.57690,0.69778,0.00000,5.34655,12.34655,0.00275,0.06507,0.16132,0.16157,0.16149,0.07488,0.18593,0.18593,0.03506,0.04104,-0.00126,-0.08810,-1.88898,0.02928,65.23380,64.70691,-6.27214,106.87902,88.60432,0.33929,1.00000,36.27937,-6.50000,107.00000,1.00000
1977.82214,1175.67688,0.79771,0.00000,5.34658,12.34658,0.00278,0.07283,0.07080,0.07091,0.07087,0.08381,0.08160,0.08160,0.03119,0.04105,-0.00124,-0.08819,-1.84857,0.02976,65.22482,64.69793,-6.27214,106.87902,88.60381,0.33888,1.00000,42.20548,-6.50000,107.00000,1.00000
1977.92273,1175.77734,0.89828,0.00000,5.34660,12.34661,0.00280,0.07563,0.02426,0.02430,0.02429,0.08704,0.02797,0.02797,0.03009,0.04102,-0.00125,-0.08825,-1.75875,0.03140,65.21577,64.68888,-6.27214,106.87902,88.60160,0.33669,1.00000,47.73732,-6.50000,107.00000,1.00000
1978.02258,1175.87732,0.99818,0.00000,5.34663,12.34663,0.00283,0.07500,0.01663,0.01666,0.01665,0.08631,0.01917,0.01917,0.03110,0.04128,-0.00126,-0.08825,-1.67115,0.03493,65.20786,64.68098,-6.27214,106.87902,88.59924,0.33433,1.00000,52.76368,-6.50000,107.00000,1.00000
1978.12280,1175.97754,1.09835,0.00000,5.34666,12.34666,0.00286,0.07210,0.03991,0.03998,0.03996,0.08297,0.04600,0.04600,0.03381,0.04142,-0.00126,-0.08823,-1.62000,0.03959,65.20039,64.67350,-6.27214,106.87902,88.59785,0.33296,1.00000,57.32253,-6.50000,107.00000,1.00000
1978.22412,1176.07886,1.19968,0.00000,5.34669,12.34669,0.00289,0.06772,0.09614,0.09629,0.09626,0.07793,0.11081,0.11081,0.03647,0.04168,-0.00124,-0.08817,-1.62624,0.04527,65.19176,64.66488,-6.27214,106.87902,88.59792,0.33303,1.00000,61.45285,-6.50000,107.00000,1.00000
1978.32410,1176.17883,1.29970,0.00000,5.34672,12.34672,0.00292,0.06258,0.16527,0.16553,0.16546,0.07202,0.19049,0.19049,0.03948,0.04287,-0.00122,-0.08810,-1.69580,0.05170,65.18169,64.65481,-6.27214,106.87902,88.59945,0.33469,1.00000,65.07677,-6.50000,107.00000,1.00000
1978.42383,1176.27856,1.39947,0.00000,5.34674,12.34674,0.00294,0.05709,0.23028,0.23064,0.23053,0.06570,0.26542,0.26542,0.04191,0.04246,-0.00118,-0.08605,-1.82191,0.05885,65.17008,64.64320,-6.27214,106.87903,88.60214,0.33750,1.00000,68.27193,-6.50000,107.00000,1.00000
1978.52319,1176.37793,1.49881,0.00000,5.34677,12.34677,0.00297,0.05156,0.28112,0.28157,0.28140,0.05934,0.32402,0.32402,0.04342,0.04308,-0.00116,-0.08599,-1.98741,0.06842,65.15688,64.63000,-6.27214,106.87903,88.60576,0.34128,1.00000,71.07043,-6.50000,107.00000,1.00000
1978.62329,1176.47803,1.59887,0.00000,5.34680,12.34680,0.00300,0.04613,0.31179,0.31228,0.31206,0.05308,0.35937,0.35937,0.04370,0.04300,-0.00115,-0.08596,-2.17429,0.08413,65.14243,64.61555,-6.27214,106.87903,88.61034,0.34604,1.00000,73.53764,-6.50000,107.00000,1.00000
1978.72229,1176.57703,1.69793,0.00000,5.34683,12.34683,0.00303,0.04102,0.31331,0.31381,0.31354,0.04720,0.36113,0.36113,0.04307,0.04200,-0.00114,-0.08596,-2.35726,0.10522,65.12749,64.60061,-6.27214,106.87903,88.61496,0.35088,1.00000,75.66718,-6.50000,107.00000,1.00000
1978.82129,1176.67603,1.79687,0.00000,5.34685,12.34685,0.00305,0.03626,0.28146,0.28191,0.28164,0.04173,0.32442,0.32442,0.04114,0.03848,-0.00116,-0.08599,-2.51504,0.12887,65.11291,64.58602,-6.27214,106.87903,88.61868,0.35482,1.00000,77.51678,-6.50000,107.00000,1.00000
1978.91968,1176.77441,1.89530,0.00000,5.34688,12.34688,0.00308,0.03191,0.22471,0.22507,0.22483,0.03672,0.25901,0.25901,0.03702,0.03591,-0.00126,-0.09001,-2.62778,0.15285,65.10076,64.57388,-6.27214,106.87903,88.62091,0.35720,1.00000,79.11213,-6.50000,107.00000,1.00000
1979.01892,1176.87366,1.99453,0.00000,5.34691,12.34691,0.00311,0.02792,0.15588,0.15613,0.15596,0.03213,0.17967,0.17967,0.03305,0.03585,-0.00238,-0.15938,-2.69075,0.17442,65.09257,64.56568,-6.27214,106.87903,88.62191,0.35830,1.00000,80.50256,-6.50000,107.00000,1.00000
1979.11768,1176.97241,2.09325,0.00000,5.34694,12.34694,0.00314,0.02435,0.08929,0.08944,0.08934,0.02802,0.10292,0.10292,0.02908,0.03711,-0.00383,-0.25264,-2.70857,0.18983,65.08718,64.56030,-6.27214,106.87903,88.62206,0.35854,1.00000,81.69498,-6.50000,107.00000,1.00000
1979.21655,1177.07129,2.19215,0.00000,5.34696,12.34696,0.00316,0.02116,0.03930,0.03936,0.03932,0.02435,0.04530,0.04530,0.02695,0.03895,-0.00458,-0.30038,-2.69530,0.19984,65.08299,64.55611,-6.27214,106.87903,88.62181,0.35832,1.00000,82.72267,-6.50000,107.00000,1.00000
1979.31519,1177.16992,2.29083,0.00000,5.34699,12.34699,0.00319,0.01833,0.01002,0.01003,0.01002,0.02110,0.01154,0.01154,0.02627,0.04999,-0.00462,-0.29652,-2.66757,0.20276,65.08379,64.55691,-6.27214,106.87903,88.62141,0.35792,1.00000,83.60291,-6.50000,107.00000,1.00000
1979.41418,1177.26892,2.38978,0.00000,5.34702,12.34702,0.00322,0.01583,0.01541,0.01544,0.01542,0.01822,0.01777,0.01777,0.02560,0.05729,-0.00437,-0.27667,-2.63641,0.20214,65.09094,64.56406,-6.27214,106.87903,88.62106,0.35758,1.00000,84.35907,-6.50000,107.00000,1.00000
1979.51404,1177.36877,2.48966,0.00000,5.34705,12.34705,0.00325,0.01362,0.01323,0.01325,0.01324,0.01567,0.01525,0.01525,0.02612,0.06203,-0.00422,-0.26279,-2.60776,0.20090,65.10273,64.57584,-6.27214,106.87903,88.62106,0.35758,1.00000,85.01122,-6.50000,107.00000,1.00000
1979.61414,1177.46887,2.58973,0.00000,5.34707,12.34707,0.00327,0.01169,0.00544,0.00545,0.00545,0.01345,0.00628,0.00628,0.02666,0.07472,-0.00427,-0.26282,-2.59009,0.19920,65.11905,64.59216,-6.27214,106.87903,88.62135,0.35787,1.00000,85.56792,-6.50000,107.00000,1.00000
1979.71387,1177.56860,2.68945,0.00000,5.34710,12.34710,0.00330,0.01001,0.01723,0.01726,0.01724,0.01152,0.01986,0.01986,0.02687,0.07743,-0.00691,-0.43334,-2.59027,0.19776,65.13824,64.61135,-6.27214,106.87903,88.62186,0.35838,1.00000,86.04003,-6.50000,107.00000,1.00000
1979.81299,1177.66772,2.78863,0.00000,5.34713,12.34713,0.00333,0.00857,0.03111,0.03116,0.03112,0.00986,0.03585,0.03585,0.02740,0.07745,-0.00961,-0.61173,-2.60817,0.19630,65.15597,64.62908,-6.27214,106.87903,88.62260,0.35911,1.00000,86.43928,-6.50000,107.00000,1.00000
1979.91199,1177.76672,2.88762,0.00000,5.34716,12.34716,0.00336,0.00732,0.04178,0.04184,0.04180,0.00842,0.04815,0.04815,0.02652,0.08274,-0.00958,-0.61165,-2.63593,0.19180,65.16998,64.64309,-6.27214,106.87903,88.62318,0.35973,1.00000,86.77789,-6.50000,107.00000,1.00000
1980.01086,1177.86560,2.98645,0.00000,5.34718,12.34719,0.00338,0.00625,0.05000,0.05008,0.05003,0.00719,0.05763,0.05763,0.02639,0.08728,-0.00937,-0.60168,-2.66641,0.18894,65.18046,64.65357,-6.27214,106.87903,88.62351,0.36008,1.00000,87.06493,-6.50000,107.00000,1.00000
1980.10950,1177.96423,3.08512,0.00000,5.34721,12.34721,0.00341,0.00532,0.06094,0.06104,0.06097,0.00613,0.07024,0.07024,0.02305,0.08756,-0.00924,-0.59962,-2.69618,0.19293,65.18574,64.65885,-6.27214,106.87903,88.62397,0.36060,1.00000,87.30804,-6.50000,107.00000,1.00000
1980.20886,1178.06360,3.18451,0.00000,5.34724,12.34724,0.00344,0.00452,0.07290,0.07302,0.07293,0.00521,0.08403,0.08403,0.02292,0.08785,-0.00911,-0.59557,-2.72192,0.20368,65.18271,64.65582,-6.27214,106.87903,88.62470,0.36136,1.00000,87.51548,-6.50000,107.00000,1.00000
1980.30835,1178.16309,3.28400,0.00000,5.34727,12.34727,0.00347,0.00384,0.07420,0.07432,0.07423,0.00442,0.08552,0.08552,0.02269,0.08722,-0.00909,-0.59556,-2.74652,0.21117,65.17669,64.64980,-6.27214,106.87903,88.62521,0.36193,1.00000,87.69112,-6.50000,107.00000,1.00000
1980.40845,1178.26318,3.38406,0.00000,5.34730,12.34730,0.00349,0.00325,0.06896,0.06907,0.06899,0.00374,0.07949,0.07949,0.02213,0.08709,-0.00905,-0.59361,-2.76920,0.21578,65.16932,64.64243,-6.27214,106.87903,88.62563,0.36240,1.00000,87.84031,-6.50000,107.00000,1.00000
1980.50879,1178.36353,3.48444,0.00000,5.34732,12.34732,0.00352,0.00275,0.06051,0.06061,0.06054,0.00317,0.06975,0.06975,0.02194,0.08739,-0.00907,-0.59367,-2.78809,0.21880,65.16266,64.63577,-6.27214,106.87903,88.62610,0.36289,1.00000,87.96650,-6.50000,107.00000,1.00000
1980.60901,1178.46375,3.58463,0.00000,5.34735,12.34735,0.00355,0.00232,0.05078,0.05086,0.05080,0.00267,0.05853,0.05853,0.02163,0.08687,-0.00907,-0.59374,-2.80374,0.22070,65.15693,64.63004,-6.27214,106.87903,88.62640,0.36326,1.00000,88.07259,-6.50000,107.00000,1.00000
1980.70886,1178.56360,3.68442,0.00000,5.34738,12.34738,0.00358,0.00196,0.03519,0.03525,0.03520,0.00226,0.04056,0.04056,0.02171,0.08733,-0.00914,-0.59385,-2.81802,0.22021,65.15318,64.62629,-6.27214,106.87903,88.62661,0.36346,1.00000,88.16159,-6.50000,107.00000,1.00000
1980.80798,1178.66272,3.78356,0.00000,5.34741,12.34741,0.00361,0.00166,0.02228,0.02232,0.02229,0.00191,0.02569,0.02569,0.02156,0.08190,-0.00933,-0.60386,-2.83306,0.21751,65.15517,64.62828,-6.27214,106.87903,88.62664,0.36353,1.00000,88.23608,-6.50000,107.00000,1.00000
1980.90698,1178.76172,3.88254,0.00000,5.34743,12.34743,0.00363,0.00140,0.01395,0.01397,0.01395,0.00161,0.01608,0.01608,0.02027,0.07537,-0.01225,-0.79234,-2.84246,0.21787,65.15898,64.63210,-6.27214,106.87903,88.62684,0.36373,1.00000,88.29873,-6.50000,107.00000,1.00000
1981.00574,1178.86047,3.98129,0.00000,5.34746,12.34746,0.00366,0.00118,0.00789,0.00791,0.00790,0.00136,0.00910,0.00910,0.01965,0.08713,-0.01625,-1.05224,-2.84541,0.21859,65.16383,64.63695,-6.27214,106.87903,88.62700,0.36390,1.00000,88.35138,-6.50000,107.00000,1.00000
1981.10437,1178.95911,4.07999,0.00000,5.34749,12.34749,0.00369,0.00100,0.00314,0.00315,0.00315,0.00115,0.00362,0.00362,0.01721,0.09149,-0.01615,-1.04635,-2.84470,0.21796,65.16881,64.64192,-6.27214,106.87903,88.62682,0.36374,1.00000,88.39573,-6.50000,107.00000,1.00000
1981.20374,1179.05847,4.17933,0.00000,5.34752,12.34752,0.00372,0.00084,0.00576,0.00577,0.00576,0.00097,0.00664,0.00664,0.01695,0.09138,-0.01624,-1.05425,-2.83896,0.21527,65.17181,64.64492,-6.27214,106.87903,88.62631,0.36321,1.00000,88.43322,-6.50000,107.00000,1.00000
1981.30286,1179.15759,4.27852,0.00000,5.34754,12.34754,0.00374,0.00071,0.00723,0.00724,0.00723,0.00081,0.00833,0.00833,0.01648,0.09848,-0.01906,-1.23870,-2.82976,0.21386,65.17270,64.64581,-6.27214,106.87903,88.62592,0.36282,1.00000,88.46461,-6.50000,107.00000,1.00000
1981.40234,1179.25708,4.37801,0.00000,5.34757,12.34757,0.00377,0.00059,0.00581,0.00581,0.00581,0.00068,0.00669,0.00669,0.01286,0.11915,-0.01878,-1.22086,-2.82113,0.21551,65.17300,64.64612,-6.27214,106.87903,88.62587,0.36277,1.00000,88.49107,-6.50000,107.00000,1.00000
1981.50183,1179.35657,4.47747,0.00000,5.34760,12.34760,0.00380,0.00050,0.00278,0.00279,0.00278,0.00057,0.00321,0.00321,0.01059,0.12455,-0.00290,-0.18745,-2.81643,0.21856,65.17344,64.64655,-6.27214,106.87903,88.62593,0.36283,1.00000,88.51324,-6.50000,107.00000,1.00000
1981.60083,1179.45557,4.57645,0.00000,5.34763,12.34763,0.00383,0.00042,0.00095,0.00095,0.00095,0.00048,0.00109,0.00109,0.00818,0.11944,-0.00083,-0.05058,-2.81473,0.22024,65.17616,64.64927,-6.27214,106.87903,88.62595,0.36285,1.00000,88.53173,-6.50000,107.00000,1.00000
1981.69922,1179.55396,4.67482,0.00000,5.34765,12.34765,0.00385,0.00035,0.00438,0.00438,0.00438,0.00040,0.00504,0.00504,0.00730,0.11568,-0.00863,-0.55441,-2.81106,0.22012,65.18266,64.65577,-6.27214,106.87903,88.62569,0.36259,1.00000,88.54711,-6.50000,107.00000,1.00000
1981.79773,1179.65247,4.77338,0.00000,5.34768,12.34768,0.00388,0.00030,0.00792,0.00793,0.00792,0.00034,0.00913,0.00913,0.00538,0.11882,-0.00854,-0.54645,-2.80797,0.21707,65.19242,64.66553,-6.27214,106.87903,88.62543,0.36233,1.00000,88.56001,-6.50000,107.00000,1.00000
1981.89697,1179.75171,4.87260,0.00000,5.34771,12.34771,0.00391,0.00025,0.00923,0.00924,0.00923,0.00029,0.01063,0.01063,0.00463,0.10936,-0.00655,-0.41752,-2.80859,0.21269,65.20299,64.67610,-6.27214,106.87903,88.62584,0.36273,1.00000,88.57081,-6.50000,107.00000,1.00000
1981.99634,1179.85107,4.97199,0.00000,5.34774,12.34774,0.00394,0.00021,0.01217,0.01219,0.01217,0.00024,0.01402,0.01402,0.00695,0.10134,-0.00575,-0.36792,-2.81527,0.21008,65.21169,64.68480,-6.27214,106.87903,88.62682,0.36371,1.00000,88.57991,-6.50000,107.00000,1.00000
1982.09558,1179.95032,5.07119,0.00000,5.34776,12.34776,0.00396,0.00017,0.01780,0.01783,0.01781,0.00020,0.02052,0.02052,0.00754,0.10337,-0.00638,-0.41153,-2.83127,0.20960,65.21736,64.69048,-6.27214,106.87903,88.62794,0.36486,1.00000,88.58755,-6.50000,107.00000,1.00000
1982.19519,1180.04993,5.17077,0.00000,5.34779,12.34779,0.00399,0.00015,0.02391,0.02395,0.02392,0.00017,0.02756,0.02756,0.00705,0.10591,-0.00976,-0.63559,-2.85332,0.21045,65.21828,64.69139,-6.27214,106.87903,88.62885,0.36578,1.00000,88.59407,-6.50000,107.00000,1.00000
1982.29382,1180.14856,5.26942,0.00000,5.34782,12.34782,0.00402,0.00012,0.03526,0.03531,0.03527,0.00014,0.04064,0.04064,0.00698,0.11049,-0.01112,-0.72274,-2.87649,0.21202,65.21667,64.68978,-6.27214,106.87903,88.62939,0.36632,1.00000,88.59949,-6.50000,107.00000,1.00000
1982.39294,1180.24768,5.36858,0.00000,5.34785,12.34785,0.00405,0.00010,0.03811,0.03817,0.03812,0.00012,0.04393,0.04393,0.00726,0.11249,-0.01446,-0.93685,-2.89888,0.21565,65.21832,64.69144,-6.27214,106.87903,88.62972,0.36667,1.00000,88.60410,-6.50000,107.00000,1.00000
1982.49304,1180.34766,5.46858,0.00000,5.34787,12.34787,0.00407,0.00009,0.03461,0.03467,0.03462,0.00010,0.03990,0.03990,0.00661,0.11158,-0.01519,-0.98250,-2.91493,0.21927,65.22346,64.69657,-6.27214,106.87903,88.62985,0.36682,1.00000,88.60809,-6.50000,107.00000,1.00000
1982.59216,1180.44690,5.56774,0.00000,5.34790,12.34790,0.00410,0.00007,0.02752,0.02756,0.02753,0.00008,0.03172,0.03172,0.00618,0.10944,-0.01498,-0.97068,-2.92212,0.22038,65.22795,64.70107,-6.27214,106.87903,88.62962,0.36662,1.00000,88.61139,-6.50000,107.00000,1.00000
1982.69116,1180.54590,5.66679,0.00000,5.34793,12.34793,0.00413,0.00006,0.02025,0.02028,0.02025,0.00007,0.02333,0.02333,0.00585,0.10930,-0.01488,-0.96879,-2.92325,0.22133,65.22794,64.70106,-6.27214,106.87903,88.62926,0.36627,1.00000,88.61423,-6.50000,107.00000,1.00000
1982.79041,1180.64514,5.76602,0.00000,5.34796,12.34796,0.00416,0.00005,0.01318,0.01320,0.01319,0.00006,0.01520,0.01520,0.00580,0.10941,-0.01483,-0.96689,-2.92300,0.22368,65.22431,64.69743,-6.27214,106.87903,88.62885,0.36587,1.00000,88.61667,-6.50000,107.00000,1.00000
1982.88989,1180.74463,5.86546,0.00000,5.34798,12.34798,0.00418,0.00004,0.00749,0.00750,0.00749,0.00005,0.00863,0.00863,0.00529,0.11007,-0.01493,-0.97092,-2.92072,0.22725,65.22182,64.69494,-6.27214,106.87903,88.62862,0.36564,1.00000,88.61874,-6.50000,107.00000,1.00000
1982.98962,1180.84436,5.96522,0.00000,5.34801,12.34801,0.00421,0.00003,0.00439,0.00439,0.00439,0.00004,0.00506,0.00506,0.00547,0.10980,-0.01496,-0.97096,-2.91556,0.23062,65.22236,64.69547,-6.27214,106.87903,88.62872,0.36576,1.00000,88.62044,-6.50000,107.00000,1.00000
1983.08911,1180.94385,6.06472,0.00000,5.34804,12.34804,0.00424,0.00003,0.00623,0.00624,0.00624,0.00003,0.00719,0.00719,0.00533,0.10969,-0.01497,-0.97094,-2.90639,0.23348,65.22430,64.69742,-6.27214,106.87903,88.62868,0.36572,1.00000,88.62183,-6.50000,107.00000,1.00000
1983.18799,1181.04272,6.16360,0.00000,5.34807,12.34807,0.00427,0.00002,0.00838,0.00840,0.00839,0.00003,0.00966,0.00966,0.00531,0.11025,-0.01495,-0.97091,-2.89571,0.23571,65.22593,64.69904,-6.27214,106.87903,88.62877,0.36581,1.00000,88.62297,-6.50000,107.00000,1.00000
1983.28723,1181.14197,6.26280,0.00000,5.34809,12.34809,0.00429,0.00002,0.00846,0.00847,0.00846,0.00002,0.00975,0.00975,0.00512,0.10955,-0.01494,-0.97091,-2.88674,0.23700,65.22640,64.69952,-6.27214,106.87903,88.62867,0.36569,1.00000,88.62393,-6.50000,107.00000,1.00000
1983.38721,1181.24194,6.36276,0.00000,5.34812,12.34812,0.00432,0.00002,0.00940,0.00941,0.00940,0.00002,0.01083,0.01083,0.00508,0.10891,-0.01492,-0.97090,-2.88199,0.23720,65.22576,64.69888,-6.27214,106.87903,88.62842,0.36541,1.00000,88.62476,-6.50000,107.00000,1.00000
1983.48730,1181.34204,6.46296,0.00000,5.34815,12.34815,0.00435,0.00001,0.01326,0.01328,0.01327,0.00002,0.01529,0.01529,0.00477,0.10843,-0.01489,-0.97085,-2.87770,0.23399,65.22289,64.69601,-6.27214,106.87903,88.62777,0.36476,1.00000,88.62546,-6.50000,107.00000,1.00000
1983.58789,1181.44263,6.56351,0.00000,5.34818,12.34818,0.00438,0.00001,0.02171,0.02174,0.02171,0.00001,0.02502,0.02502,0.00373,0.10844,-0.01485,-0.97075,-2.86653,0.22867,65.21713,64.69025,-6.27214,106.87903,88.62660,0.36359,1.00000,88.62601,-6.50000,107.00000,1.00000
1983.68604,1181.54077,6.66164,0.00000,5.34821,12.34821,0.00441,0.00001,0.02933,0.02938,0.02934,0.00001,0.03381,0.03381,0.00335,0.10884,-0.01482,-0.97066,-2.84714,0.22310,65.20905,64.68217,-6.27214,106.87903,88.62537,0.36234,1.00000,88.62634,-6.50000,107.00000,1.00000
1983.78540,1181.64014,6.76096,0.00000,5.34823,12.34823,0.00443,0.00001,0.03087,0.03092,0.03088,0.00001,0.03558,0.03558,0.00318,0.10893,-0.01484,-0.97064,-2.82226,0.21886,65.20027,64.67339,-6.27214,106.87903,88.62485,0.36182,1.00000,88.62642,-6.50000,107.00000,1.00000
1983.88452,1181.73926,6.86010,0.00000,5.34826,12.34826,0.00446,0.00001,0.02620,0.02624,0.02621,0.00001,0.03020,0.03020,0.00342,0.10878,-0.01488,-0.97070,-2.79762,0.21726,65.19388,64.66699,-6.27214,106.87903,88.62512,0.36204,1.00000,88.62650,-6.50000,107.00000,1.00000
1983.98267,1181.83740,6.95826,0.00000,5.34829,12.34829,0.00449,0.00001,0.01532,0.01535,0.01533,0.00001,0.01766,0.01766,0.00361,0.10886,-0.01496,-0.97083,-2.78182,0.21865,65.19211,64.66522,-6.27214,106.87903,88.62572,0.36264,1.00000,88.62654,-6.50000,107.00000,1.00000
1984.08154,1181.93628,7.05715,0.00000,5.34832,12.34832,0.00451,0.00000,0.00523,0.00524,0.00523,0.00001,0.00603,0.00603,0.00440,0.10900,-0.01506,-0.97095,-2.77784,0.22202,65.19781,64.67092,-6.27214,106.87903,88.62643,0.36335,1.00000,88.62653,-6.50000,107.00000,1.00000
1984.18298,1182.03772,7.15856,0.00000,5.34834,12.34834,0.00454,0.00000,0.01414,0.01416,0.01414,0.00000,0.01630,0.01630,0.00512,0.10901,-0.01511,-0.96886,-2.78538,0.22546,65.21140,64.68451,-6.27214,106.87903,88.62738,0.36429,1.00000,88.62653,-6.50000,107.00000,1.00000
1984.28467,1182.13928,7.26021,0.00000,5.34837,12.34837,0.00457,0.00000,0.02325,0.02329,0.02326,0.00000,0.02680,0.02680,0.00497,0.10943,-0.01509,-0.96875,-2.80433,0.22671,65.22775,64.70087,-6.27214,106.87903,88.62807,0.36502,1.00000,88.62653,-6.50000,107.00000,1.00000
1984.38293,1182.23767,7.35853,0.00000,5.34840,12.34840,0.00460,0.00000,0.05355,0.05364,0.05357,0.00000,0.06172,0.06172,0.00394,0.10931,-0.01499,-0.96655,-2.83150,0.22677,65.23972,64.71283,-6.27214,106.87903,88.62842,0.36538,1.00000,88.62659,-6.50000,107.00000,1.00000
1984.48425,1182.33899,7.45981,0.00000,5.34843,12.34843,0.00463,0.00305,0.71602,0.71716,0.71644,0.00351,0.82529,0.82529,-0.01929,0.10929,-0.01438,-0.95874,-2.56748,0.23014,65.21944,64.69255,-6.27214,106.87903,88.62617,0.36353,1.00000,88.62671,-6.50000,107.00000,1.00000
1984.58362,1182.43835,7.55924,0.00000,5.34845,12.34846,0.00465,0.02861,1.35662,1.35879,1.35792,0.03292,1.56366,1.56366,-0.02540,0.10866,-0.01403,-0.95113,-2.04860,0.23837,65.16577,64.63889,-6.27214,106.87903,88.61671,0.35542,1.00000,88.62675,-6.50000,107.00000,1.00000
1984.68384,1182.53845,7.65938,0.00000,5.34848,12.34848,0.00468,0.09048,2.00020,2.00338,2.00263,0.10412,2.30545,2.30545,-0.02096,0.10725,-0.01372,-0.94341,-1.54778,0.25418,65.08580,64.55891,-6.27214,106.87903,88.60341,0.34418,1.00000,88.62642,-6.50000,107.00000,1.00000
1984.78381,1182.63855,7.75947,0.00000,5.34851,12.34851,0.00471,0.19581,2.64171,2.64591,2.64535,0.22534,3.04486,3.04486,-0.03693,0.09638,-0.01336,-0.93566,-1.22479,0.27505,64.97817,64.45129,-6.27214,106.87903,88.59252,0.33615,1.00000,88.62544,-6.50000,107.00000,1.00000
1984.88416,1182.73889,7.85979,0.00000,5.34854,12.34854,0.00474,0.34831,3.27984,3.28506,3.28486,0.40083,3.78038,3.78038,-0.06996,0.08317,-0.01292,-0.92787,-1.10879,0.29531,64.83628,64.30939,-6.27214,106.87903,88.58622,0.33335,1.00000,88.62365,-6.50000,107.00000,1.00000
1984.98584,1182.84058,7.96146,0.00000,5.34857,12.34857,0.00477,0.55143,3.92310,3.92934,3.92934,0.63457,4.52181,4.52181,-0.12838,0.07741,-0.01249,-0.91995,-1.15138,0.31200,64.65556,64.12867,-6.27214,106.87903,88.58381,0.33503,1.00000,88.62123,-6.50000,107.00000,1.00000
1985.08557,1182.94031,8.06120,0.00000,5.34859,12.34859,0.00479,0.79686,4.55287,4.56012,4.56012,0.91701,5.24769,5.24769,-0.14867,0.08039,-0.01211,-0.91214,-1.26795,0.32789,64.44435,63.91747,-6.27214,106.87904,88.58347,0.33915,1.00000,88.61835,-6.50000,107.00000,1.00000
1985.18445,1183.03918,8.16004,0.00000,5.34862,12.34862,0.00482,1.08273,5.17304,5.18128,5.18127,1.24598,5.96251,5.96251,-0.15048,0.08656,-0.01184,-0.90437,-1.38565,0.34054,64.20998,63.68309,-6.27214,106.87904,88.58279,0.34323,1.00000,88.61540,-6.50000,107.00000,1.00000
1985.28528,1183.14001,8.26094,0.00000,5.34865,12.34865,0.00485,1.41522,5.80612,5.81537,5.81535,1.62861,6.69221,6.69221,-0.15112,0.10127,-0.01156,-0.89638,-1.46843,0.35155,63.94824,63.42136,-6.27213,106.87904,88.58109,0.34654,1.00000,88.61224,-6.50000,107.00000,1.00000
1985.38477,1183.23950,8.36037,0.00000,5.34868,12.34868,0.00488,1.77942,6.42881,6.43905,6.43900,2.04772,7.40992,7.40992,-0.13190,0.10979,-0.01125,-0.88662,-1.50447,0.36334,63.66810,63.14122,-6.27213,106.87904,88.57776,0.34710,1.00000,88.60914,-6.50000,107.00000,1.00000
